Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Jacoby Ellsbury","BOS",158,732,32,119,105,39,0.071038251,0.133879781,0.23030303,0.336448598,0.321212121,0.376033057,0.551515151,0.4000047687004352,,149.70427390618707,5.1063097638543695,47.47249868504632,17.965807914733887,9.46879848874229,"Jacoby Ellsbury",4727,453056
"Matt Kemp","LAD",161,689,39,115,126,40,0.107402031,0.23076923,0.262458472,0.379562043,0.323920265,0.399129172,0.586378737,0.413101733716807,,168.2112912786644,5.632076115580276,59.91343472994954,-2.6535451412200928,8.287840034677432,"Matt Kemp",5631,461314
"José Bautista","TOR",149,655,43,105,103,9,0.201526717,0.169465648,0.306042885,0.308539944,0.302144249,0.447328244,0.608187134,0.44263301296203905,,180.47392696035448,4.903216144070029,66.28098227652545,-11.134300231933594,8.112256898316302,"Jose Bautista",1887,430832
"Dustin Pedroia","BOS",159,731,21,102,91,26,0.117647058,0.116279069,0.166929134,0.324626865,0.307086614,0.386831275,0.474015748,0.3750936978420611,,132.7813537336128,2.067504479782656,29.97101498082374,20.52528977394104,7.884757217092813,"Dustin Pedroia",8370,456030
"Ian Kinsler","TEX",155,723,32,121,77,30,0.123098201,0.098201936,0.222580645,0.242774566,0.254838709,0.354659248,0.477419354,0.3639131666393626,,123.2367809080101,8.558818212943152,28.1215204249754,16.955564320087433,7.283679857397444,"Ian Kinsler",6195,435079
"Ryan Braun","MIL",150,629,33,109,111,33,0.092209856,0.147853736,0.264653641,0.35,0.3321492,0.397456279,0.596802841,0.4261482404559803,,171.35441024158794,6.315123683074489,58.152938103356256,-10.479994535446167,7.079461867030378,"Ryan Braun",3410,460075
"Curtis Granderson","NYY",156,691,41,136,119,25,0.12301013,0.244573082,0.289879931,0.294736842,0.262435677,0.363901018,0.552315608,0.39306811682522036,,146.21109962716037,7.933055471396074,45.11558520799426,-2.865609884262085,6.873295564320418,"Curtis Granderson",4747,434158
"Alex Gordon","KCR",151,690,23,101,87,17,0.097101449,0.201449275,0.199672667,0.358407079,0.302782324,0.376453488,0.502454991,0.38247064251246327,,139.8861552724733,3.5767498433124274,35.623636908015044,4.118866443634033,6.604576494293113,"Alex Gordon",5209,460086
"Miguel Cabrera","DET",161,688,30,111,105,2,0.156976744,0.129360465,0.241258741,0.36462882,0.344405594,0.447674418,0.585664335,0.4374788723908387,,176.87294915073502,-5.451130870729685,56.13409866675158,-16.787296772003174,6.5557609447397,"Miguel Cabrera",1744,408234
"Brian McCann","ATL",128,527,24,51,71,3,0.108159392,0.168880455,0.19527897,0.287323943,0.270386266,0.351043643,0.465665236,0.34968950595074927,,121.64932411384177,-3.853506311774254,9.323907177695226,35.79892921447754,6.479448181671646,"Brian McCann",4810,435263
"Joey Votto","CIN",161,719,29,101,103,8,0.152990264,0.179415855,0.222036728,0.348993288,0.30884808,0.415855354,0.530884808,0.4056600464338606,,157.42208219669763,-4.0341784888878465,43.65095942869398,-5.217279434204102,6.393543591292378,"Joey Votto",4314,458015
"Ben Zobrist","TBR",156,674,20,99,91,19,0.114243323,0.189910979,0.200680273,0.310112359,0.268707482,0.352678571,0.469387755,0.3585365518550048,,130.12260960283595,4.440614092163742,28.08168106781306,10.078031614306383,6.3814826002593765,"Ben Zobrist",7435,450314
"Evan Longoria","TBR",133,574,31,78,99,3,0.139372822,0.162020905,0.250517598,0.239010989,0.244306418,0.355400696,0.494824016,0.3669749607502575,,135.85510183208498,0.6027955273166299,24.567795688087745,16.302067518234253,6.320245566044935,"Evan Longoria",9368,446334
"Justin Upton","ARI",159,674,31,105,88,21,0.087537091,0.18694362,0.239864865,0.318906605,0.288851351,0.369436201,0.528716216,0.3852855284411208,,140.48921433750075,6.555883845081553,38.07503133133118,0.8815855979919434,6.303155128004813,"Justin Upton",5222,457708
"Adrián González","BOS",159,715,27,108,117,1,0.103496503,0.166433566,0.209523809,0.380368098,0.338095238,0.409790209,0.547619047,0.40719613171309876,,154.5896063307624,-10.721019461285323,34.72863521182976,-0.21542739868164062,6.138401668344957,"Adrian Gonzalez",1908,408236
"Miguel Montero","ARI",140,553,18,65,86,1,0.084990958,0.175406871,0.186612576,0.316753926,0.281947261,0.351449275,0.468559837,0.3526749685681614,,118.15449336535524,-6.163451505126432,5.4319150208164295,32.99511909484863,5.855352391041696,"Miguel Montero",3364,471083
"José Reyes","NYM",126,586,7,101,44,39,0.073378839,0.06996587,0.156424581,0.352941176,0.337057728,0.383561643,0.493482309,0.37637442091236945,,141.76826096529157,6.65784231829457,34.92741383024176,2.2785866260528564,5.833041747062819,"Jose Reyes",1736,408314
"Shane Victorino","PHI",132,586,17,95,61,19,0.093856655,0.107508532,0.21194605,0.291571753,0.279383429,0.355172413,0.491329479,0.3679525119241243,,132.1852166587894,7.0908917773049325,28.87447248992386,6.599267244338989,5.649803537820484,"Shane Victorino",1677,425664
"Adrian Beltré","TEX",124,525,32,82,105,1,0.047619047,0.10095238,0.264887063,0.273170731,0.295687885,0.331428571,0.560574948,0.3808930615016392,,134.77178905465576,1.7093789537902921,22.966327595491943,11.766169041395187,5.500557141446836,"Adrian Beltre",639,134181
"Andrew McCutchen","PIT",158,678,23,87,89,23,0.131268436,0.185840707,0.197552448,0.291375291,0.258741258,0.363905325,0.456293706,0.359606827881857,,129.86016311860408,1.603923382004723,24.98675411705361,5.571534156799316,5.427733045315223,"Andrew McCutchen",9847,457705
"Yadier Molina","STL",139,518,14,55,65,4,0.063706563,0.084942084,0.16,0.311163895,0.305263157,0.348927875,0.465263157,0.3527620606900198,,125.54921430426347,-6.234595477581024,9.051005735442608,26.224530577659607,5.408661728338064,"Yadier Molina",7007,425877
"Troy Tulowitzki","COL",143,606,30,81,105,9,0.097359735,0.130363036,0.242085661,0.304849884,0.301675977,0.371900826,0.543761638,0.3890956051233044,,132.87268007513504,-4.40910825249739,18.59910814903838,13.927107810974121,5.402772648891524,"Troy Tulowitzki",3531,453064
"Brandon Phillips","CIN",150,675,18,94,82,14,0.065185185,0.125925925,0.157377049,0.321637426,0.3,0.352765321,0.457377049,0.3533145697625192,,121.57106890030234,0.11946857091970742,16.936551082412294,13.402002573013306,5.39477591705274,"Brandon Phillips",791,408252
"Howie Kendrick","LAA",140,583,18,86,63,14,0.056603773,0.204116638,0.178770949,0.3375,0.284916201,0.337931034,0.46368715,0.3492776558345484,,123.09692931028415,0.03165191248990595,15.711338713748567,15.957602679729462,5.378286270774283,"Howie Kendrick",4229,435062
"Robinson Canó","NYY",159,681,28,104,118,8,0.055800293,0.140969162,0.231139646,0.315581854,0.30176565,0.349486049,0.532905296,0.37433891830159655,,133.48773123751783,0.7809465690515935,27.336014759001948,-1.0876855850219727,5.145852858297576,"Robinson Cano",3269,429664
"Brett Gardner","NYY",159,588,7,87,36,49,0.102040816,0.158163265,0.109803921,0.303398058,0.258823529,0.344827586,0.36862745,0.32062335335528913,,96.99695881030556,9.5810988151934,7.524956368612358,20.862688064575195,5.048587115309221,"Brett Gardner",9927,458731
"Alex Avila","DET",141,551,19,63,82,3,0.132486388,0.237749546,0.211206897,0.366459627,0.29525862,0.388686131,0.506465517,0.3835014381302531,,140.20428017598482,-1.3326402539387345,24.462534430772067,4.930770039558411,5.026236633519128,"Alex Avila",7476,488671
"Matt Wieters","BAL",139,551,22,72,68,1,0.087114337,0.15245009,0.188,0.275949367,0.262,0.328493647,0.45,0.33987871878338555,,109.8987921500323,-3.2661137133836746,3.0849780499816024,26.253320693969727,5.02041813825938,"Matt Wieters",4298,446308
