Name,Team,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,NameASCII,PlayerId,MLBAMID
"Michael Bourn","HOU",2.2386395931243896,-9.328797340393066,11.567438125610352,9.714599609375,1.0693825483322144,1.0115915536880493,1.946250081062317,4,-0.00677751237526536,2.219765140596144,"Michael Bourn",6387,456422
"Placido Polanco","PHI",2.1801857948303223,-8.578432083129883,10.758618354797363,6.438600063323975,0.6355623602867126,0.8983751535415649,4.252699851989746,2,0.27463892102241516,2.1521710661367544,"Placido Polanco",1176,135784
"Jose Lopez","SEA",-1.0451382398605347,-12.552689552307129,11.507552146911621,-27.06999969482422,-2.942542791366577,1.0740519762039185,2.2860000133514404,1,-2.8259127140045166,1.8528329534193495,"Jose Lopez",3114,430946
"Carlos Lee","HOU",1.2350399494171143,-11.93001651763916,13.165056228637695,-6.3050007820129395,-0.7484825849533081,1.0049031972885132,,0,-0.5291023850440979,1.7581162370743921,"Carlos Lee",243,150324
"Delmon Young","MIN",3.969970464706421,-10.411774635314941,14.381744384765625,25.847999572753906,2.627666711807251,1.0487409830093384,1.8072999715805054,4,2.0551581382751465,1.730305125794768,"Delmon Young",2140,430321
"Alex Rodriguez","NYY",3.845465660095215,-9.873891830444336,13.719358444213867,36.47600173950195,3.6716394424438477,1.0295833349227905,1.573533296585083,3,2.396768808364868,1.3382039030801844,"Alex Rodriguez",1274,121347
"Dexter Fowler","COL",1.0461081266403198,-7.806319713592529,8.852428436279297,7.3582000732421875,0.5325661301612854,0.9303246736526489,0.910099983215332,18,-0.1187690943479538,1.2432239822669002,"Dexter Fowler",4062,451594
"Juan Pierre","CHW",-0.06102824956178665,-12.612829208374023,12.551801681518555,-7.048000335693359,-0.6330534219741821,1.0258864164352417,2.8896000385284424,1,-1.211851954460144,1.152363644074041,"Juan Pierre",443,334393
"Yuniesky Betancourt","KCR",0.3588275909423828,-11.395208358764648,11.754035949707031,-3.32800030708313,-0.3597505986690521,1.0941195487976074,,0,-0.7975784540176392,1.1255385853732296,"Yuniesky Betancourt",8585,435358
"A.J. Pierzynski","CHW",-0.8535681962966919,-9.748126029968262,8.89455795288086,-12.947000503540039,-1.323997139930725,1.0278576612472534,2.230520009994507,5,-1.8664231300354004,1.035988889499673,"A.J. Pierzynski",746,150229
