Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Justin Upton","- - -",152,635,35,100,109,14,0.116535433,0.283464566,0.267504489,0.341107871,0.272890484,0.360629921,0.540394973,0.37797256247906746,0.361,137.33397177384882,3.144544645678252,32.39433674309271,-8.8553786277771,4.428508366457749,"Justin Upton",5222,457708
"José Abreu","CHW",156,675,33,95,102,3,0.051851851,0.176296296,0.247987117,0.329809725,0.304347826,0.354074074,0.552334943,0.37723743612634403,0.364,139.42074205878978,-1.6534612090326846,31.17673146238272,-9.028332471847534,4.421497249685494,"Jose Abreu",15676,547989
"Anthony Rizzo","CHC",157,691,32,99,109,10,0.131693198,0.13024602,0.234265734,0.273127753,0.272727272,0.392185238,0.506993006,0.379776445907705,0.395,133.86187466010583,-3.3139232671819627,26.7597194530928,-6.181127548217773,4.415733849962179,"Anthony Rizzo",3473,519203
"Marwin Gonzalez","HOU",134,515,23,67,90,8,0.095145631,0.192233009,0.226373626,0.343283582,0.303296703,0.376953125,0.529670329,0.3818143924155573,0.32,143.76976898403285,-0.872677793726325,26.938946053655222,0.3279602527618408,4.405378907215228,"Marwin Gonzalez",5497,503556
"George Springer","HOU",140,629,34,112,85,5,0.101748807,0.176470588,0.239051095,0.297297297,0.282846715,0.366826156,0.52189781,0.375894498520385,0.384,139.72073656331378,-2.9489038744941354,27.876785810487654,-4.825952053070068,4.360219107362139,"George Springer",12856,543807
"Zack Cozart","CIN",122,507,24,80,63,3,0.122287968,0.153846153,0.251141553,0.311764705,0.296803652,0.384615384,0.547945205,0.3921849477220569,0.33,139.45099745425836,-0.24846716411411762,25.459215963595412,-0.8284487724304199,4.18858134065229,"Zack Cozart",2616,446359
"Elvis Andrus","TEX",158,689,20,100,88,25,0.055152394,0.146589259,0.174183514,0.325095057,0.297045101,0.337209302,0.471228615,0.3435370410077794,0.309,105.22630369006434,2.8876172099262476,7.330437304332337,11.521904945373535,4.1394375055265735,"Elvis Andrus",8709,462101
"Gary Sánchez","NYY",122,525,33,79,90,2,0.076190476,0.228571428,0.252653928,0.304347826,0.278131634,0.344761904,0.530785562,0.3675815188930235,0.385,130.99810793942743,-3.3388878130353987,16.739986123942714,7.226086378097534,4.109705083016405,"Gary Sanchez",11442,596142
"Ender Inciarte","ATL",158,718,11,93,57,22,0.068245125,0.13091922,0.105740181,0.338680926,0.303625377,0.349650349,0.409365558,0.3275270708156436,0.292,97.21717320886918,2.6347461622208357,0.0666717079495065,16.088664770126343,4.068014624958236,"Ender Inciarte",4922,542255
"Christian Yelich","MIA",156,695,18,100,81,16,0.115107913,0.197122302,0.156146179,0.335540838,0.282392026,0.36887608,0.438538205,0.3478894819384036,0.363,117.01070574247503,5.2416184935718775,20.43673825547726,-3.937361001968384,4.023449383673976,"Christian Yelich",11477,592885
"Cody Bellinger","LAD",132,548,39,87,97,10,0.116788321,0.266423357,0.314583334,0.298657718,0.266666666,0.352189781,0.58125,0.37990497450962246,0.365,137.83140883277358,2.1068030199967325,28.752682781447408,-7.835661560297012,3.9594462248843367,"Cody Bellinger",15998,641355
"Eugenio Suárez","CIN",156,632,26,87,82,4,0.132911392,0.232594936,0.200374532,0.308743169,0.260299625,0.367088607,0.460674157,0.35626159171483784,0.352,115.86457317805012,-0.7147325901314616,12.171989455464342,5.772633790969849,3.951428604384997,"Eugenio Suarez",12552,553993
"Jed Lowrie","OAK",153,645,14,86,69,0,0.113178294,0.155038759,0.171075838,0.313596491,0.276895943,0.359689922,0.447971781,0.3470850347731013,0.365,120.10523380565672,-3.141627049073577,12.858141712280691,5.289133816957474,3.9247396951061595,"Jed Lowrie",4418,476704
"Brett Gardner","NYY",151,682,21,96,63,23,0.105571847,0.17888563,0.163299663,0.299559471,0.264309764,0.350073855,0.427609427,0.33635537059218795,0.333,109.64034560734031,5.830106373876333,13.941992431671014,1.787022590637207,3.80559108692055,"Brett Gardner",9927,458731
"Josh Reddick","HOU",134,540,13,77,82,7,0.079629629,0.133333333,0.169811321,0.33910891,0.314465408,0.362781954,0.484276729,0.35731952877367956,0.34,127.01600636880474,3.1910247658379376,21.190497083782923,-1.23040771484375,3.7602735134853145,"Josh Reddick",3892,502210
"Steven Souza Jr.","TBR",148,617,30,78,78,16,0.136142625,0.290113452,0.219885277,0.301587301,0.239005736,0.351219512,0.458891013,0.3480919054048485,0.35,120.88141675563482,1.569425302091986,17.46550343212577,-0.13570690155029297,3.7514084274670703,"Steven Souza Jr.",5667,519306
"Eric Hosmer","KCR",162,671,25,98,94,6,0.098360655,0.154992548,0.179104477,0.350840336,0.31840796,0.384500745,0.497512437,0.37613082387133273,0.352,134.65377625651084,1.3449396034702659,30.034107403597456,-15.181814908981323,3.682202720131822,"Eric Hosmer",3516,543333
"Daniel Murphy","WSN",144,593,23,94,93,2,0.087689713,0.129848229,0.220973783,0.340961098,0.322097378,0.384485666,0.543071161,0.38462538422698184,0.359,134.6721335620629,-1.7210698327980936,24.704980085572206,-8.443960189819336,3.650237201016484,"Daniel Murphy",4316,502517
"Andrew McCutchen","PIT",156,650,28,94,88,11,0.112307692,0.178461538,0.207017544,0.305361305,0.278947368,0.363076923,0.485964912,0.36017110976137856,0.362,122.36359320916162,0.000948901753872633,18.684177656054366,-4.712159514427185,3.6177237334890173,"Andrew McCutchen",9847,457705
"Kyle Seager","SEA",154,650,27,72,88,2,0.089230769,0.169230769,0.200692041,0.261744966,0.249134948,0.323076923,0.449826989,0.32647630016996254,0.344,106.44255989074335,-0.5345093258656561,4.632231590173756,9.505168676376343,3.5420741664235154,"Kyle Seager",9785,572122
"Jean Segura","SEA",125,566,11,80,45,22,0.060070671,0.146643109,0.127862596,0.338747099,0.29961832,0.348672566,0.427480916,0.3338199305576786,0.315,111.4653859839422,2.3373902975581586,10.344024262338683,6.534488022327423,3.5389760843872877,"Jean Segura",5933,516416
"Nelson Cruz","SEA",155,645,39,91,119,1,0.108527131,0.217054263,0.260791367,0.315104166,0.287769784,0.375193798,0.548561151,0.38491614961698883,0.405,146.41368931688342,-5.679113041609526,31.25695562636767,-17.067819356918335,3.5307999747954533,"Nelson Cruz",2434,443558
"Ryan Zimmerman","WSN",144,576,36,90,108,1,0.076388888,0.21875,0.269083969,0.335149863,0.303435114,0.357638888,0.572519083,0.3874856169327446,0.378,136.55009457754403,1.4268030263483524,28.485568544845123,-13.163002729415894,3.4985879388783165,"Ryan Zimmerman",4220,475582
"Justin Smoak","TOR",158,637,38,85,90,0,0.114599686,0.200941915,0.258928571,0.285353535,0.269642857,0.354788069,0.528571428,0.3710394076744465,0.39,133.3415950858985,-3.3046604064293206,22.89952530989842,-8.90311574935913,3.485341289988572,"Justin Smoak",9054,475253
"DJ LeMahieu","COL",155,682,8,95,64,6,0.086510263,0.131964809,0.098522168,0.350775193,0.310344827,0.374079528,0.408866995,0.34174231776094016,0.341,94.48249909097458,-2.285698990803212,-7.122116433123283,17.61912989616394,3.381512409129579,"DJ LeMahieu",9874,518934
"Whit Merrifield","KCR",145,630,19,80,78,34,0.046031746,0.139682539,0.172061329,0.308008213,0.287904599,0.324324324,0.459965928,0.3322406490770167,0.327,104.63419417614008,5.296391054522246,8.898523191516679,3.7744243144989014,3.3306291403563937,"Whit Merrifield",11281,593160
"Xander Bogaerts","BOS",148,635,10,94,62,15,0.088188976,0.182677165,0.129597198,0.326621923,0.273204903,0.343307086,0.402802101,0.3214731288448995,0.287,94.68750872047538,8.161364385858178,3.999223095703041,7.709053874015808,3.251042159311168,"Xander Bogaerts",12161,593428
"Domingo Santana","MIL",151,607,30,88,85,15,0.120263591,0.293245469,0.226666666,0.3625,0.278095238,0.370675453,0.504761904,0.37179822675452745,0.355,127.32917742089927,0.9514027629047632,22.272632114978975,-10.695552825927734,3.232030138930001,"Domingo Santana",10348,570267
"Javier Báez","CHC",145,508,23,75,75,10,0.059055118,0.283464566,0.206823028,0.345394736,0.272921108,0.316733067,0.479744136,0.32564273042110936,0.291,98.3189598818262,2.9160997099243104,1.8185131483910029,12.1796555519104,3.1337824645427323,"Javier Baez",12979,595879
"Todd Frazier","- - -",147,576,27,74,76,4,0.144097222,0.217013888,0.215189874,0.226299694,0.213080168,0.34375,0.428270042,0.33451137112823515,0.355,109.4399969830219,-0.9970144736580551,5.711698361059539,5.8098704516887665,3.038664875246519,"Todd Frazier",785,453943
"Khris Davis","OAK",153,652,43,91,110,4,0.11196319,0.299079754,0.280918728,0.289552238,0.247349823,0.33588957,0.528268551,0.3610332964385893,0.387,129.64543244710373,-1.5069830594584346,22.340922825537337,-13.9189133644104,2.9798106798511648,"Khris Davis",9112,501981
"Logan Morrison","TBR",149,601,38,75,85,2,0.134775374,0.247920133,0.26953125,0.268292682,0.24609375,0.352745424,0.515625,0.36269916832748594,0.368,130.872352775613,0.4513160935603082,23.343596856795923,-13.427719354629517,2.960972522723102,"Logan Morrison",9205,489149
"Robinson Canó","SEA",150,648,23,79,97,1,0.075617283,0.131172839,0.172297297,0.293634496,0.280405405,0.337962962,0.452702702,0.33427456924691795,0.355,111.7763454073779,-1.315261494833976,8.099957036269814,-0.0351252555847168,2.9311234021936343,"Robinson Cano",3269,429664
"Carlos Santana","CLE",154,667,23,90,79,5,0.131934032,0.140929535,0.196147111,0.274122807,0.259194395,0.36281859,0.455341506,0.3501694788550465,0.359,114.6710674216246,-0.40116944862529635,11.672308973963066,-4.35318660736084,2.9193140785993124,"Carlos Santana",2396,467793
"Joe Mauer","MIN",141,597,7,69,71,2,0.110552763,0.139028475,0.112380953,0.349315068,0.304761904,0.383584589,0.417142857,0.34897212307862563,0.368,117.06373490124705,-2.231792056001723,10.336992731303182,-1.5775489807128906,2.8327380910990705,"Joe Mauer",1857,408045
"César Hernández","PHI",128,577,9,85,34,15,0.105719237,0.180242634,0.127201565,0.353383458,0.293542074,0.372616984,0.420743639,0.34582478118439514,0.331,110.95236607419163,0.8631978933699429,8.985530228312792,-0.8443217277526855,2.787278994365706,"Cesar Hernandez",10556,514917
"Tim Beckham","- - -",137,575,22,67,62,6,0.062608695,0.290434782,0.176360226,0.365217391,0.277673545,0.327526132,0.454033771,0.33385409710714625,0.327,109.01655881838113,-1.015337894205004,5.381325947816196,3.339927613735199,2.7566746593940916,"Tim Beckham",7949,542921
"Jay Bruce","- - -",146,617,36,82,101,1,0.092382495,0.22528363,0.254054054,0.274151436,0.254054054,0.324149108,0.508108108,0.3499714573739607,0.354,118.03892699105228,-1.233589086215943,12.988744183518488,-6.378454893827438,2.7480181433091415,"Jay Bruce",9892,457803
"Josh Harrison","PIT",128,542,16,66,47,12,0.051660516,0.16605166,0.160493827,0.302872062,0.271604938,0.338888888,0.432098765,0.33197717318747566,0.311,103.85212256830773,3.2137035042978823,5.897171218398822,3.0286368131637573,2.745444631598445,"Josh Harrison",8202,543281
"Adam Duvall","CIN",157,647,31,78,99,5,0.060278207,0.262751159,0.231686542,0.289672544,0.248722316,0.301391035,0.480408858,0.3265219186850746,0.301,96.33820860969689,0.601603243034333,-2.443449859020882,7.673892498016357,2.7374262808832306,"Adam Duvall",10950,594807
"Odúbel Herrera","PHI",138,563,14,67,56,8,0.055062166,0.223801065,0.171102661,0.345360824,0.281368821,0.325044404,0.452471482,0.32871316807854367,0.308,99.71728640391163,0.35053006932139397,0.1459552951718881,7.8073484897613525,2.7206083758782356,"Odubel Herrera",11476,546318
"Matt Carpenter","STL",145,622,23,91,69,2,0.175241157,0.20096463,0.209255533,0.274011299,0.241448692,0.383870967,0.450704225,0.3607363197710607,0.379,124.34701332824882,-2.6580927101895213,16.80595089648685,-11.243996620178223,2.68476132683613,"Matt Carpenter",8090,572761
"Jake Lamb","ARI",149,635,30,89,105,6,0.137007874,0.239370078,0.23880597,0.286908077,0.248134328,0.357480314,0.486940298,0.35273332774064164,0.353,110.85821309621888,-0.8598911203444004,8.002054415510617,-2.914334774017334,2.6821051719419517,"Jake Lamb",13329,571875
"Edwin Encarnación","CLE",157,669,38,96,107,2,0.155455904,0.198804185,0.245487365,0.270618556,0.258122743,0.377245508,0.503610108,0.3729876668205089,0.389,130.27803343997903,-5.703104982152581,19.288758824434744,-15.205248713493347,2.6038542551143435,"Edwin Encarnacion",2151,429665
"Yasiel Puig","LAD",152,570,28,72,74,15,0.112280701,0.175438596,0.224448897,0.27393617,0.26252505,0.345614035,0.486973947,0.3485221981578026,0.359,117.22622155988553,-2.5760864899493754,10.043986743867755,-3.5701143741607666,2.5973503156593396,"Yasiel Puig",14225,624577
"Mike Moustakas","KCR",148,598,38,75,85,0,0.056856187,0.157190635,0.248648648,0.263403263,0.272072072,0.31438127,0.52072072,0.3446868228428255,0.338,113.14700909884664,-2.1159039051271975,7.584124609559742,-1.396585889160633,2.5800500613936515,"Mike Moustakas",4892,519058
"Didi Gregorius","NYY",136,570,25,73,87,3,0.043859649,0.122807017,0.191011236,0.286995515,0.286516853,0.318101933,0.477528089,0.3346988526238522,0.294,108.50733628689201,2.340580627322197,8.323502332235318,-1.4469456672668457,2.556655151602019,"Didi Gregorius",6012,544369
"Dee Strange-Gordon","MIA",158,695,2,114,33,60,0.035971223,0.133812949,0.067381317,0.354092526,0.307810107,0.341040462,0.375191424,0.31236551770929655,0.274,93.68651264336194,7.870270163286477,2.2306336924816783,-0.7521870136260986,2.5284688382696303,"Dee Strange-Gordon",8203,543829
"Yadier Molina","STL",136,543,18,60,82,9,0.051565377,0.136279926,0.165668663,0.284688995,0.273453093,0.311808118,0.439121756,0.31553494066110777,0.33,94.66885894470977,-1.659977173898369,-5.380611546074045,12.00290447473526,2.5196102170559733,"Yadier Molina",7007,425877
"Ian Kinsler","DET",139,613,22,90,52,14,0.089722675,0.140293637,0.176043557,0.243792325,0.235934664,0.313213703,0.411978221,0.3125017469721418,0.328,91.9273522991701,1.4991851430386305,-4.606316293771786,9.496386051177979,2.500187409123677,"Ian Kinsler",6195,435079
"Eddie Rosario","MIN",151,589,27,79,78,9,0.05942275,0.179966044,0.217712177,0.311750599,0.289667896,0.328205128,0.507380073,0.3494315684249956,0.332,117.37798193606596,0.6987295025028288,13.327454311329712,-7.6660120487213135,2.498127595611741,"Eddie Rosario",12155,592696
"Joey Gallo","TEX",145,532,41,85,80,7,0.140977443,0.368421052,0.327394209,0.25,0.20935412,0.332706766,0.536748329,0.36370359032841054,0.377,119.01962726295048,0.9332817913964391,13.41741796961649,-6.453402042388916,2.4405426265351657,"Joey Gallo",14128,608336
"Eric Thames","MIL",138,551,31,83,63,4,0.136116152,0.295825771,0.270788913,0.309090909,0.247334754,0.359346642,0.518123667,0.36887546260278303,0.342,125.4101597397984,-1.3423960115760565,16.652775273952507,-11.142213582992554,2.436374431863679,"Eric Thames",3711,519346
"Manuel Margot","SDP",126,529,13,53,39,17,0.06616257,0.200378071,0.145790554,0.309139784,0.262833675,0.3125,0.408624229,0.30943672505743575,0.3,90.14537693228215,3.2566975778900087,-3.4435782302497255,9.059128522872925,2.3714435318121816,"Manuel Margot",14712,622534
"Evan Longoria","TBR",156,677,20,71,86,6,0.067946824,0.161004431,0.163132137,0.282258064,0.261011419,0.313146233,0.424143556,0.3124846944292504,0.31,96.52713706674474,1.3816028176806867,-1.5192198141827413,2.9880306124687195,2.3698996729439785,"Evan Longoria",9368,446334
"Jackie Bradley Jr.","BOS",133,541,17,58,63,8,0.088724584,0.229205175,0.157676348,0.294460641,0.244813278,0.323475046,0.402489626,0.3128077323432297,0.316,88.76063367930965,3.3301578257232904,-4.171961279326143,10.071427583694458,2.364153665912639,"Jackie Bradley Jr.",12984,598265
"Corey Dickerson","TBR",150,629,27,84,62,4,0.055643879,0.241653418,0.207482993,0.338199513,0.282312925,0.324840764,0.489795918,0.3408550485920676,0.314,115.93162063125705,1.450982286594808,13.81488175696789,-11.293692469596863,2.3169755856473793,"Corey Dickerson",10762,572816
"Matt Joyce","OAK",141,544,25,78,68,4,0.121323529,0.207720588,0.230277185,0.263313609,0.243070362,0.334558823,0.473347547,0.3427113844629596,0.356,117.11378628713054,-0.8527581784874201,10.633798700872887,-6.571530044078827,2.1911578033903836,"Matt Joyce",3353,459964
"Yonder Alonso","- - -",142,521,28,72,67,2,0.130518234,0.226487523,0.235033259,0.301639344,0.266075388,0.364683301,0.501108647,0.36567414663370373,0.362,133.01547800489584,-4.111226276494563,17.11145130339113,-12.444496631622314,2.1757929269486818,"Yonder Alonso",2530,475174
"Yolmer Sánchez","CHW",141,534,12,63,59,8,0.065543071,0.207865168,0.146694215,0.320547945,0.266528925,0.318785578,0.41322314,0.3128499836013431,0.285,95.38162795003122,0.7507573044858873,-2.2920541093596984,6.119890928268433,2.1349790355176737,"Yolmer Sanchez",11602,570560
"Orlando Arcia","MIL",153,548,15,56,53,14,0.06569343,0.182481751,0.130434783,0.317258883,0.276679841,0.324175824,0.407114624,0.30932911259280016,0.278,86.31343739701926,0.9497586330398917,-8.690128241874973,10.811142921447754,2.0887456067503694,"Orlando Arcia",13185,606115
"Nick Castellanos","DET",157,665,26,73,101,4,0.061654135,0.213533834,0.218241043,0.31263858,0.27198697,0.320300751,0.490228013,0.3408506049249405,0.373,111.31713309149958,0.4714895491488278,9.756939042192949,-11.069945633411407,2.0536192363416266,"Nick Castellanos",11737,592206
"Yuli Gurriel","HOU",139,564,18,69,75,3,0.039007092,0.109929078,0.187145558,0.307692307,0.298676748,0.331560283,0.485822306,0.344484387240232,0.326,118.23714899167706,-0.6222216729074717,12.068342033642704,-10.969504475593567,1.9619110764377057,"Yuli Gurriel",19198,493329
"Joe Panik","SFG",138,573,10,60,53,4,0.080279232,0.094240837,0.133072407,0.301098901,0.287671232,0.347368421,0.420743639,0.328538092096787,0.307,103.99262554454647,-1.3225616575218737,1.6178639327128295,-1.7950317859649658,1.9456747031959252,"Joe Panik",11936,605412
"Jordy Mercer","PIT",145,558,14,52,58,0,0.091397849,0.157706093,0.151394422,0.283582089,0.254980079,0.326164874,0.406374501,0.30838441750325196,0.299,88.36167826513082,-1.5878110574558377,-9.934640676904774,10.160947322845459,1.9344356183475395,"Jordy Mercer",6547,474568
"Trevor Story","COL",145,555,24,68,82,7,0.088288288,0.344144144,0.218687873,0.33217993,0.238568588,0.308108108,0.457256461,0.32252225393392214,0.299,81.86306064127217,1.571844993159175,-11.365762606827131,11.386116027832031,1.9036587187231961,"Trevor Story",12564,596115
"Trey Mancini","BAL",147,586,24,65,78,1,0.056313993,0.237201365,0.195211786,0.3515625,0.292817679,0.337883959,0.488029465,0.34927153994894433,0.338,116.43947667061533,0.24417870258912444,12.130034793471511,-12.408332824707031,1.8971120966238293,"Trey Mancini",15149,641820
"Chase Headley","NYY",147,586,12,77,61,9,0.102389078,0.225255972,0.1328125,0.341333333,0.2734375,0.352136752,0.40625,0.3290601001595551,0.316,104.65059629380409,-0.655555663164705,2.7068578365149802,-3.1872189193964005,1.8770014696786923,"Chase Headley",4720,452104
"Jorge Polanco","MIN",133,544,13,60,74,13,0.075367647,0.143382352,0.153688525,0.277915632,0.25614754,0.312849162,0.409836065,0.3092943138595837,0.291,89.92528634864352,2.0892350957728922,-4.67278526944561,5.560044031590223,1.875160202550878,"Jorge Polanco",13152,593871
"Billy Hamilton","CIN",139,633,4,85,38,59,0.069510268,0.210110584,0.087628866,0.313199105,0.24742268,0.299363057,0.335051546,0.27805469180368314,0.262,64.51577597044088,10.657826891168952,-18.21145713243736,14.862850427627563,1.8356144632233895,"Billy Hamilton",10199,571740
