Name,Team,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,NameASCII,PlayerId,MLBAMID
"Brian Anderson","MIA",3.3056278228759766,-10.309122085571289,13.614749908447266,23.812000274658203,2.795189142227173,0.996062159538269,0.8001333475112915,3,1.5563918352127075,1.762304484310485,"Brian Anderson",18289,605119
"Andrew Benintendi","BOS",3.8351078033447266,-9.531266212463379,13.366374015808105,34.553001403808594,3.3623738288879395,0.9450654983520508,1.7762399911880493,5,2.3203208446502686,1.7377130271101127,"Andrew Benintendi",17901,643217
"Xander Bogaerts","BOS",3.627650260925293,-9.301802635192871,12.929451942443848,36.64900207519531,3.5815422534942627,1.0225489139556885,3.20169997215271,2,1.9169148206710815,1.6307396840820232,"Xander Bogaerts",12161,593428
"Kyle Seager","SEA",-0.171570286154747,-11.548018455505371,11.376447677612305,-14.21500015258789,-1.4378775358200073,1.0432504415512085,3.2105000019073486,4,-1.761788249015808,1.5973308193121223,"Kyle Seager",9785,572122
"Freddy Galvis","SDP",0.6807292699813843,-11.167852401733398,11.84858226776123,0.6946996450424194,0.22500886023044586,0.9976359605789185,,0,-0.8519240617752075,1.534266415980607,"Freddy Galvis",6609,520471
"Alex Bregman","HOU",5.942896366119385,-10.773138046264648,16.716033935546875,56.09479904174805,5.888787746429443,0.9949509501457214,,0,4.492145538330078,1.480909078331158,"Alex Bregman",17678,608324
"Joe Mauer","MIN",0.6235557198524475,-8.500786781311035,9.124343872070312,12.288500785827637,1.2275242805480957,0.9835453629493713,1.6433199644088745,10,-0.6401823163032532,1.2741700746132332,"Joe Mauer",1857,408045
"Brett Gardner","NYY",1.2175018787384033,-9.714577674865723,10.932080268859863,-2.8844001293182373,-0.2912479639053345,0.9565947651863098,2.602524995803833,8,0.018263056874275208,1.2544826480442315,"Brett Gardner",9927,458731
"Gregory Polanco","PIT",3.171678066253662,-7.896326065063477,11.06800365447998,23.802000045776367,2.491675853729248,0.9730653762817383,0.9228249788284302,8,2.0169873237609863,1.2424833588494946,"Gregory Polanco",12907,570256
"Nelson Cruz","SEA",2.568687915802002,-9.979665756225586,12.548354148864746,24.14299964904785,2.503782033920288,1.0039057731628418,2.9613001346588135,4,1.3189407587051392,1.239753477815941,"Nelson Cruz",2434,443558
"Eduardo Núñez","BOS",-0.79733806848526,-8.69612979888916,7.898791790008545,-22.226900100708008,-2.2579376697540283,0.9487154483795166,2.283633232116699,6,-2.0133278369903564,1.1728881984800124,"Eduardo Nunez",6848,456488
"DJ LeMahieu","COL",1.3785736560821533,-9.841710090637207,11.220283508300781,4.561900615692139,0.4392954111099243,0.9403234124183655,1.367799997329712,1,0.35403192043304443,1.112031391270188,"DJ LeMahieu",9874,518934
"Starling Marte","PIT",2.4170706272125244,-9.823945999145508,12.241016387939453,21.325899124145508,2.265052080154419,0.9495739340782166,1.580399990081787,6,1.471750259399414,1.0736762107983555,"Starling Marte",9241,516782
"Mike Moustakas","- - -",0.7213200032711029,-10.89878797531128,11.620108127593994,17.092999935150146,1.7749449610710144,0.9866610546876176,2.453440046310425,5,-0.2050565481185913,0.9361282772033852,"Mike Moustakas",4892,519058
"Eric Hosmer","SDP",0.5679998397827148,-11.39316463470459,11.961164474487305,5.428999900817871,0.5492296814918518,0.9886254668235779,2.431999921798706,2,-0.3148380219936371,0.8893729281271805,"Eric Hosmer",3516,543333
"Jean Segura","SEA",1.9066617488861084,-11.032540321350098,12.939202308654785,9.696900367736816,0.929326057434082,1.052978277206421,,0,0.9408901333808899,0.8698421392207181,"Jean Segura",5933,516416
"Dansby Swanson","ATL",1.0785125494003296,-9.116375923156738,10.1948881149292,1.5879995822906494,0.08189049363136292,1.0202866792678833,0.2282000035047531,1,0.20725731551647186,0.8498108314226089,"Dansby Swanson",18314,621020
